[2026-04-26T16:00] auto-feeder | green | Last feeding 41.7h ago — within 48h threshold.
[2026-04-29T08:00] auto-feeder | green | Last feeding 36.9h ago — within 48h threshold.
[2026-04-29T09:00] auto-feeder | green | Last feeding 37.9h ago — within 48h threshold.
[2026-04-29T10:00] auto-feeder | green | Last feeding 38.9h ago — within 48h threshold.
[2026-04-29T11:00] auto-feeder | green | Last feeding 39.9h ago — within 48h threshold.
[2026-04-29T12:00] auto-feeder | green | Last feeding 40.9h ago — within 48h threshold.
[2026-04-29T13:00] auto-feeder | green | Last feeding 41.9h ago — within 48h threshold.
[2026-04-29T14:00] auto-feeder | green | Last feeding 42.9h ago — within 48h threshold.
[2026-04-29T15:00] auto-feeder | green | Last feeding 43.9h ago — within 48h threshold.
[2026-04-29T16:00] auto-feeder | green | Last feeding 44.9h ago — within 48h threshold.
[2026-04-29T17:00] auto-feeder | green | Last feeding 45.9h ago — within 48h threshold.
[2026-04-29T18:00] auto-feeder | green | Last feeding 46.9h ago — within 48h threshold.
[2026-04-29T19:00] auto-feeder | green | Last feeding 47.9h ago — within 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 49h ago. Time to feed the shrimp.
[2026-04-29T20:00] auto-feeder | yellow | Last feeding 48.9h ago — exceeds 48h threshold.
[2026-04-29T21:00] auto-feeder | yellow | Last feeding 49.9h ago — exceeds 48h threshold.
[2026-04-29T22:00] auto-feeder | yellow | Last feeding 50.9h ago — exceeds 48h threshold.
[2026-04-29T23:00] auto-feeder | yellow | Last feeding 51.9h ago — exceeds 48h threshold.
[2026-04-30T00:00] auto-feeder | yellow | Last feeding 52.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 54h ago. Time to feed the shrimp.
[2026-04-30T01:00] auto-feeder | yellow | Last feeding 53.9h ago — exceeds 48h threshold.
[2026-04-30T02:00] auto-feeder | yellow | Last feeding 54.9h ago — exceeds 48h threshold.
[2026-04-30T03:00] auto-feeder | yellow | Last feeding 55.9h ago — exceeds 48h threshold.
[2026-04-30T04:00] auto-feeder | yellow | Last feeding 56.9h ago — exceeds 48h threshold.
[2026-04-30T05:00] auto-feeder | yellow | Last feeding 57.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 59h ago. Time to feed the shrimp.
[2026-04-30T06:00] auto-feeder | yellow | Last feeding 58.9h ago — exceeds 48h threshold.
[2026-04-30T07:00] auto-feeder | yellow | Last feeding 59.9h ago — exceeds 48h threshold.
[2026-04-30T08:00] auto-feeder | yellow | Last feeding 60.9h ago — exceeds 48h threshold.
[2026-04-30T09:00] auto-feeder | yellow | Last feeding 61.9h ago — exceeds 48h threshold.
[2026-04-30T10:00] auto-feeder | yellow | Last feeding 62.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 64h ago. Time to feed the shrimp.
[2026-04-30T11:00] auto-feeder | yellow | Last feeding 63.9h ago — exceeds 48h threshold.
[2026-04-30T12:00] auto-feeder | yellow | Last feeding 64.9h ago — exceeds 48h threshold.
[2026-04-30T13:00] auto-feeder | yellow | Last feeding 65.9h ago — exceeds 48h threshold.
[2026-04-30T14:00] auto-feeder | yellow | Last feeding 66.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 68h ago. Time to feed the shrimp.
[2026-04-30T15:00] auto-feeder | yellow | Last feeding 67.9h ago — exceeds 48h threshold.
[2026-04-30T16:00] auto-feeder | yellow | Last feeding 68.9h ago — exceeds 48h threshold.
[2026-04-30T17:00] auto-feeder | yellow | Last feeding 69.9h ago — exceeds 48h threshold.
[2026-04-30T18:00] auto-feeder | yellow | Last feeding 70.9h ago — exceeds 48h threshold.
[2026-04-30T19:00] auto-feeder | yellow | Last feeding 71.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 73h ago. Time to feed the shrimp.
[2026-04-30T20:00] auto-feeder | yellow | Last feeding 72.9h ago — exceeds 48h threshold.
[2026-04-30T21:00] auto-feeder | yellow | Last feeding 73.9h ago — exceeds 48h threshold.
[2026-04-30T22:00] auto-feeder | yellow | Last feeding 74.9h ago — exceeds 48h threshold.
[2026-04-30T23:00] auto-feeder | yellow | Last feeding 75.9h ago — exceeds 48h threshold.
[2026-05-01T00:00] auto-feeder | yellow | Last feeding 76.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 78h ago. Time to feed the shrimp.
[2026-05-01T01:00] auto-feeder | yellow | Last feeding 77.9h ago — exceeds 48h threshold.
[2026-05-01T02:00] auto-feeder | yellow | Last feeding 78.9h ago — exceeds 48h threshold.
[2026-05-01T03:00] auto-feeder | yellow | Last feeding 79.9h ago — exceeds 48h threshold.
[2026-05-01T04:00] auto-feeder | yellow | Last feeding 80.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 82h ago. Time to feed the shrimp.
[2026-05-01T05:00] auto-feeder | yellow | Last feeding 81.9h ago — exceeds 48h threshold.
[2026-05-01T06:00] auto-feeder | yellow | Last feeding 82.9h ago — exceeds 48h threshold.
[2026-05-01T07:00] auto-feeder | yellow | Last feeding 83.9h ago — exceeds 48h threshold.
[2026-05-01T08:00] auto-feeder | yellow | Last feeding 84.9h ago — exceeds 48h threshold.
[2026-05-01T09:00] auto-feeder | yellow | Last feeding 85.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 87h ago. Time to feed the shrimp.
[2026-05-01T10:00] auto-feeder | yellow | Last feeding 86.9h ago — exceeds 48h threshold.
[2026-05-01T11:00] auto-feeder | green | Last feeding 0.1h ago — within 48h threshold.
[2026-05-01T12:00] auto-feeder | green | Last feeding 1.1h ago — within 48h threshold.
[2026-05-01T13:00] auto-feeder | green | Last feeding 0.9h ago — within 48h threshold.
[2026-05-01T14:00] auto-feeder | green | Last feeding 1.9h ago — within 48h threshold.
[2026-05-01T15:00] auto-feeder | green | Last feeding 2.9h ago — within 48h threshold.
[2026-05-01T16:00] auto-feeder | green | Last feeding 3.9h ago — within 48h threshold.
[2026-05-01T17:00] auto-feeder | green | Last feeding 4.9h ago — within 48h threshold.
[2026-05-01T18:00] auto-feeder | green | Last feeding 5.9h ago — within 48h threshold.
[2026-05-01T19:00] auto-feeder | green | Last feeding 6.9h ago — within 48h threshold.
[2026-05-01T20:00] auto-feeder | green | Last feeding 7.9h ago — within 48h threshold.
[2026-05-01T21:00] auto-feeder | green | Last feeding 8.9h ago — within 48h threshold.
[2026-05-01T22:00] auto-feeder | green | Last feeding 9.9h ago — within 48h threshold.
[2026-05-01T23:00] auto-feeder | green | Last feeding 10.9h ago — within 48h threshold.
[2026-05-02T00:00] auto-feeder | green | Last feeding 11.9h ago — within 48h threshold.
[2026-05-02T01:00] auto-feeder | green | Last feeding 12.9h ago — within 48h threshold.
[2026-05-02T02:00] auto-feeder | green | Last feeding 13.9h ago — within 48h threshold.
[2026-05-02T03:00] auto-feeder | green | Last feeding 14.9h ago — within 48h threshold.
[2026-05-02T04:00] auto-feeder | green | Last feeding 15.9h ago — within 48h threshold.
[2026-05-02T05:00] auto-feeder | green | Last feeding 16.9h ago — within 48h threshold.
[2026-05-02T06:00] auto-feeder | green | Last feeding 17.9h ago — within 48h threshold.
[2026-05-02T07:00] auto-feeder | green | Last feeding 18.9h ago — within 48h threshold.
[2026-05-02T08:00] auto-feeder | green | Last feeding 19.9h ago — within 48h threshold.
[2026-05-02T09:00] auto-feeder | green | Last feeding 20.9h ago — within 48h threshold.
[2026-05-02T10:00] auto-feeder | green | Last feeding 21.9h ago — within 48h threshold.
[2026-05-02T11:00] auto-feeder | green | Last feeding 22.9h ago — within 48h threshold.
[2026-05-02T12:00] auto-feeder | green | Last feeding 23.9h ago — within 48h threshold.
[2026-05-02T13:00] auto-feeder | green | Last feeding 24.9h ago — within 48h threshold.
[2026-05-02T14:00] auto-feeder | green | Last feeding 25.9h ago — within 48h threshold.
[2026-05-02T15:00] auto-feeder | green | Last feeding 26.9h ago — within 48h threshold.
[2026-05-02T16:00] auto-feeder | green | Last feeding 27.9h ago — within 48h threshold.
[2026-05-02T17:00] auto-feeder | green | Last feeding 28.9h ago — within 48h threshold.
[2026-05-02T18:00] auto-feeder | green | Last feeding 29.9h ago — within 48h threshold.
[2026-05-02T19:00] auto-feeder | green | Last feeding 30.9h ago — within 48h threshold.
[2026-05-02T20:00] auto-feeder | green | Last feeding 31.9h ago — within 48h threshold.
[2026-05-02T21:00] auto-feeder | green | Last feeding 32.9h ago — within 48h threshold.
[2026-05-02T22:00] auto-feeder | green | Last feeding 33.9h ago — within 48h threshold.
[2026-05-02T23:00] auto-feeder | green | Last feeding 34.9h ago — within 48h threshold.
[2026-05-03T00:00] auto-feeder | green | Last feeding 35.9h ago — within 48h threshold.
[2026-05-03T01:00] auto-feeder | green | Last feeding 36.9h ago — within 48h threshold.
[2026-05-03T02:00] auto-feeder | green | Last feeding 37.9h ago — within 48h threshold.
[2026-05-03T03:00] auto-feeder | green | Last feeding 38.9h ago — within 48h threshold.
[2026-05-03T04:00] auto-feeder | green | Last feeding 39.9h ago — within 48h threshold.
[2026-05-03T05:00] auto-feeder | green | Last feeding 40.9h ago — within 48h threshold.
[2026-05-03T06:00] auto-feeder | green | Last feeding 41.9h ago — within 48h threshold.
[2026-05-03T07:00] auto-feeder | green | Last feeding 42.9h ago — within 48h threshold.
[2026-05-03T08:00] auto-feeder | green | Last feeding 43.9h ago — within 48h threshold.
[2026-05-03T09:00] auto-feeder | green | Last feeding 44.9h ago — within 48h threshold.
[2026-05-03T10:00] auto-feeder | green | Last feeding 45.9h ago — within 48h threshold.
[2026-05-03T11:00] auto-feeder | green | Last feeding 46.9h ago — within 48h threshold.
[2026-05-03T12:00] auto-feeder | green | Last feeding 47.9h ago — within 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 49h ago. Time to feed the shrimp.
[2026-05-03T13:00] auto-feeder | yellow | Last feeding 48.9h ago — exceeds 48h threshold.
[2026-05-03T14:00] auto-feeder | yellow | Last feeding 49.9h ago — exceeds 48h threshold.
[2026-05-03T15:00] auto-feeder | yellow | Last feeding 50.9h ago — exceeds 48h threshold.
[2026-05-03T16:00] auto-feeder | yellow | Last feeding 51.9h ago — exceeds 48h threshold.
[2026-05-03T17:00] auto-feeder | yellow | Last feeding 52.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 54h ago. Time to feed the shrimp.
[2026-05-03T18:00] auto-feeder | yellow | Last feeding 53.9h ago — exceeds 48h threshold.
[2026-05-03T19:00] auto-feeder | yellow | Last feeding 54.9h ago — exceeds 48h threshold.
[2026-05-03T20:00] auto-feeder | yellow | Last feeding 55.9h ago — exceeds 48h threshold.
[2026-05-03T21:00] auto-feeder | yellow | Last feeding 56.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 58h ago. Time to feed the shrimp.
[2026-05-03T22:00] auto-feeder | yellow | Last feeding 57.9h ago — exceeds 48h threshold.
[2026-05-03T23:00] auto-feeder | yellow | Last feeding 58.9h ago — exceeds 48h threshold.
[2026-05-04T00:00] auto-feeder | yellow | Last feeding 59.9h ago — exceeds 48h threshold.
[2026-05-04T01:00] auto-feeder | yellow | Last feeding 60.9h ago — exceeds 48h threshold.
[2026-05-04T02:00] auto-feeder | yellow | Last feeding 61.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 63h ago. Time to feed the shrimp.
[2026-05-04T03:00] auto-feeder | yellow | Last feeding 62.9h ago — exceeds 48h threshold.
[2026-05-04T04:00] auto-feeder | yellow | Last feeding 63.9h ago — exceeds 48h threshold.
[2026-05-04T05:00] auto-feeder | yellow | Last feeding 64.9h ago — exceeds 48h threshold.
[2026-05-04T06:00] auto-feeder | yellow | Last feeding 65.9h ago — exceeds 48h threshold.
[2026-05-04T07:00] auto-feeder | yellow | Last feeding 66.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 68h ago. Time to feed the shrimp.
[2026-05-04T08:00] auto-feeder | yellow | Last feeding 67.9h ago — exceeds 48h threshold.
[2026-05-04T09:00] auto-feeder | yellow | Last feeding 68.9h ago — exceeds 48h threshold.
[2026-05-04T10:00] auto-feeder | yellow | Last feeding 69.9h ago — exceeds 48h threshold.
[2026-05-04T11:00] auto-feeder | yellow | Last feeding 70.9h ago — exceeds 48h threshold.
[2026-05-04T12:00] auto-feeder | yellow | Last feeding 71.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 73h ago. Time to feed the shrimp.
[2026-05-04T13:00] auto-feeder | yellow | Last feeding 72.9h ago — exceeds 48h threshold.
[2026-05-04T14:00] auto-feeder | yellow | Last feeding 73.9h ago — exceeds 48h threshold.
[2026-05-04T15:00] auto-feeder | yellow | Last feeding 74.9h ago — exceeds 48h threshold.
[2026-05-04T16:00] auto-feeder | yellow | Last feeding 75.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 77h ago. Time to feed the shrimp.
[2026-05-04T17:00] auto-feeder | yellow | Last feeding 76.9h ago — exceeds 48h threshold.
[2026-05-04T18:00] auto-feeder | yellow | Last feeding 77.9h ago — exceeds 48h threshold.
[2026-05-04T19:00] auto-feeder | yellow | Last feeding 78.9h ago — exceeds 48h threshold.
[2026-05-04T20:00] auto-feeder | yellow | Last feeding 79.9h ago — exceeds 48h threshold.
[2026-05-04T21:00] auto-feeder | yellow | Last feeding 80.9h ago — exceeds 48h threshold.
[call-toby] Telegram sent (info): Media Luna — last feeding 82h ago. Time to feed the shrimp.
[2026-05-04T22:00] auto-feeder | yellow | Last feeding 81.9h ago — exceeds 48h threshold.
[2026-05-04T23:00] auto-feeder | green | Last feeding 0.4h ago — within 48h threshold.
[2026-05-05T00:00] auto-feeder | green | Last feeding 1.4h ago — within 48h threshold.
[2026-05-05T01:00] auto-feeder | green | Last feeding 2.4h ago — within 48h threshold.
[2026-05-05T02:00] auto-feeder | green | Last feeding 3.4h ago — within 48h threshold.
[2026-05-05T03:00] auto-feeder | green | Last feeding 4.4h ago — within 48h threshold.
[2026-05-05T04:00] auto-feeder | green | Last feeding 5.4h ago — within 48h threshold.
[2026-05-05T05:00] auto-feeder | green | Last feeding 6.4h ago — within 48h threshold.
[2026-05-05T06:00] auto-feeder | green | Last feeding 7.4h ago — within 48h threshold.
[2026-05-05T07:00] auto-feeder | green | Last feeding 8.4h ago — within 48h threshold.
[2026-05-05T08:00] auto-feeder | green | Last feeding 9.4h ago — within 48h threshold.
[2026-05-05T09:00] auto-feeder | green | Last feeding 10.4h ago — within 48h threshold.
[2026-05-05T10:00] auto-feeder | green | Last feeding 11.4h ago — within 48h threshold.
[2026-05-05T11:00] auto-feeder | green | Last feeding 12.4h ago — within 48h threshold.
[2026-05-05T12:00] auto-feeder | green | Last feeding 13.4h ago — within 48h threshold.
[2026-05-05T13:00] auto-feeder | green | Last feeding 14.4h ago — within 48h threshold.
[2026-05-05T14:00] auto-feeder | green | Last feeding 15.4h ago — within 48h threshold.
[2026-05-05T15:00] auto-feeder | green | Last feeding 16.4h ago — within 48h threshold.
[2026-05-05T16:00] auto-feeder | green | Last feeding 17.4h ago — within 48h threshold.
[2026-05-05T17:00] auto-feeder | green | Last feeding 18.4h ago — within 48h threshold.
[2026-05-05T18:00] auto-feeder | green | Last feeding 19.4h ago — within 48h threshold.
[2026-05-05T19:00] auto-feeder | green | Last feeding 20.4h ago — within 48h threshold.
[2026-05-05T20:00] auto-feeder | green | Last feeding 21.4h ago — within 48h threshold.
[2026-05-05T21:00] auto-feeder | green | Last feeding 22.4h ago — within 48h threshold.
[2026-05-05T22:00] auto-feeder | green | Last feeding 23.4h ago — within 48h threshold.
[2026-05-05T23:00] auto-feeder | green | Last feeding 24.4h ago — within 48h threshold.
[2026-05-06T00:00] auto-feeder | green | Last feeding 25.4h ago — within 48h threshold.
[2026-05-06T01:00] auto-feeder | green | Last feeding 26.4h ago — within 48h threshold.
[2026-05-06T02:00] auto-feeder | green | Last feeding 27.4h ago — within 48h threshold.
[2026-05-06T03:00] auto-feeder | green | Last feeding 28.4h ago — within 48h threshold.
[2026-05-06T04:00] auto-feeder | green | Last feeding 29.4h ago — within 48h threshold.
[2026-05-06T05:00] auto-feeder | green | Last feeding 30.4h ago — within 48h threshold.
[2026-05-06T06:00] auto-feeder | green | Last feeding 31.4h ago — within 48h threshold.
[2026-05-06T07:00] auto-feeder | green | Last feeding 32.4h ago — within 48h threshold.
[2026-05-06T08:00] auto-feeder | green | Last feeding 33.4h ago — within 48h threshold.
[2026-05-06T09:00] auto-feeder | green | Last feeding 34.4h ago — within 48h threshold.
[2026-05-06T10:00] auto-feeder | green | Last feeding 35.4h ago — within 48h threshold.
